Id,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status,Delivery_Id,Services,P_Sevice,D_Forecast,D_Date,Status,Customer_Id,State,Region,Category,Subcategory,delivery_delay_days,delivery_lead_time,is_late,is_confirmed,freight_share,discount_abs,month,discount_bucket
352,2025-05-04 10:19:28,0.0866,3958.2,3658.32,PIX,Confirmado,D00352,Same-Day,42.9,2025-05-07 09:15:22,2025-05-09 09:15:22,Trânsito,C00352,MG,Sudeste,,,2,4,1,1,0.01172669422029784,342.78011999999995,2025-05,5–10%
353,2025-03-14 02:14:00,0.0541,2742.13,2616.68,Debito,Processando,D00353,Standard,22.9,2025-04-21 09:20:14,2025-04-22 09:20:14,Atrasado,C00353,AM,Norte,,,1,39,1,0,0.008751547762813948,148.349233,2025-03,5–10%
354,2025-04-16 23:24:48,0.0995,2697.0,2471.55,PIX,Em Analise,D00354,Same-Day,42.9,2025-05-01 04:45:02,2025-05-03 04:45:02,Atrasado,C00354,RO,Norte,,,2,16,1,0,0.01735752867633671,268.3515,2025-04,5–10%
356,2025-05-09 18:30:41,0.1386,3596.0,3140.49,Boleto,Processando,D00356,Same-Day,42.9,2025-04-22 19:31:06,2025-04-26 19:31:06,Trânsito,C00356,SP,Sudeste,,,4,-13,1,0,0.013660288681065695,498.4056,2025-05,10–20%
357,2025-04-13 17:41:28,0.0152,349.8,367.38,PIX,Processando,D00357,Standard,22.9,2025-05-03 18:03:52,2025-05-07 18:03:52,Trânsito,C00357,MA,Nordeste,,,4,24,1,0,0.062333278893788445,5.31696,2025-04,0–5%
358,2025-05-09 02:35:48,0.0331,51.8,92.99,Boleto,Cancelado,D00358,Same-Day,42.9,2025-04-20 08:54:30,2025-04-21 08:54:30,A Caminho,C00358,RJ,Sudeste,,,1,-18,1,0,0.46133992902462634,1.7145799999999998,2025-05,0–5%
359,2025-05-01 06:14:54,0.115,17.9,48.83,Credito,Em Analise,D00359,Scheduled,32.99,2025-04-23 00:10:30,2025-04-24 00:10:30,Trânsito,C00359,SP,Sudeste,,,1,-8,1,0,0.6756092566045464,2.0585,2025-05,10–20%
360,2025-05-03 15:56:27,0.0553,3216.0,3081.06,Boleto,Confirmado,D00360,Same-Day,42.9,2025-05-01 11:45:20,2025-05-01 11:45:20,A Caminho,C00360,ES,Sudeste,,,0,-3,0,1,0.01392377947849117,177.8448,2025-05,5–10%
361,2025-03-15 16:06:01,0.0249,331.98,366.61,Boleto,Confirmado,D00361,Same-Day,42.9,2025-04-18 17:42:18,2025-04-23 17:42:18,Entregue,C00361,AP,Norte,,,5,39,1,1,0.11701808461307656,8.266302,2025-03,0–5%
362,2025-03-12 20:09:33,0.0755,699.6,679.77,Debito,Processando,D00362,Scheduled,32.99,2025-05-09 08:17:42,2025-05-14 08:17:42,A Caminho,C00362,SC,Sul,,,5,62,1,0,0.048531120820277454,52.8198,2025-03,5–10%
364,2025-05-15 00:47:46,0.0067,165.99,187.78,Boleto,Em Analise,D00364,Standard,22.9,2025-05-06 11:13:54,2025-05-08 11:13:54,Entregue,C00364,AM,Norte,,,2,-7,1,0,0.12195121951219512,1.112133,2025-05,0–5%
365,2025-04-02 21:50:26,0.0437,199.6,223.87,Debito,Processando,D00365,Scheduled,32.99,2025-05-06 10:48:58,2025-05-07 10:48:58,A Caminho,C00365,PA,Norte,,,1,34,1,0,0.1473623084826015,8.722520000000001,2025-04,0–5%
366,2025-04-03 01:30:21,0.1214,1286.97,1163.72,Boleto,Cancelado,D00366,Scheduled,32.99,2025-05-14 05:44:17,2025-05-14 05:44:17,Atrasado,C00366,SP,Sudeste,,,0,41,0,0,0.02834874368404771,156.238158,2025-04,10–20%
367,2025-04-20 17:03:27,0.078,6506.28,6021.69,Debito,Processando,D00367,Standard,22.9,2025-05-05 10:29:27,2025-05-08 10:29:27,Trânsito,C00367,RR,Norte,,,3,17,1,0,0.003802919114069306,507.48983999999996,2025-04,5–10%
368,2025-04-16 18:15:59,0.0053,2742.13,2770.5,Debito,Cancelado,D00368,Same-Day,42.9,2025-04-23 05:41:28,2025-04-24 05:41:28,Entregue,C00368,PR,Sul,,,1,7,1,0,0.015484569572279372,14.533289,2025-04,0–5%
369,2025-04-05 05:23:46,0.0423,519.44,530.46,Boleto,Em Analise,D00369,Scheduled,32.99,2025-05-08 12:23:15,2025-05-13 12:23:15,Atrasado,C00369,MG,Sudeste,,,5,38,1,0,0.06219130565923915,21.972312000000002,2025-04,0–5%
370,2025-03-29 17:20:42,0.0959,374.73,381.69,PIX,Cancelado,D00370,Same-Day,42.9,2025-05-03 05:18:07,2025-05-08 05:18:07,Trânsito,C00370,SC,Sul,,,5,39,1,0,0.11239487542246325,35.936607,2025-03,5–10%
371,2025-04-23 22:34:47,0.0299,249.82,265.25,PIX,Cancelado,D00371,Standard,22.9,2025-04-17 23:58:11,2025-04-19 23:58:11,Entregue,C00371,PR,Sul,,,2,-4,1,0,0.08633364750235627,7.469618,2025-04,0–5%
372,2025-02-19 10:22:11,0.1241,53.7,69.94,Credito,Em Analise,D00372,Standard,22.9,2025-05-09 07:56:54,2025-05-12 07:56:54,Atrasado,C00372,AC,Norte,,,3,81,1,0,0.32742350586216756,6.66417,2025-02,10–20%
373,2025-05-06 18:21:44,0.1015,71.6,97.32,Credito,Em Analise,D00373,Scheduled,32.99,2025-04-16 13:42:09,2025-04-20 13:42:09,Atrasado,C00373,PR,Sul,,,4,-17,1,0,0.3389847924373202,7.2674,2025-05,10–20%
374,2025-03-04 23:27:14,0.0707,1626.57,1554.47,Credito,Processando,D00374,Same-Day,42.9,2025-05-14 00:06:44,2025-05-17 00:06:44,A Caminho,C00374,MA,Nordeste,,,3,73,1,0,0.027597830771902962,114.998499,2025-03,5–10%
375,2025-04-19 06:15:18,0.1373,1626.57,1446.14,Boleto,Em Analise,D00375,Same-Day,42.9,2025-05-04 18:01:02,2025-05-07 18:01:02,Atrasado,C00375,RS,Sul,,,3,18,1,0,0.029665177645317876,223.328061,2025-04,10–20%
376,2025-04-19 16:05:44,0.0588,161.7,185.18,PIX,Cancelado,D00376,Scheduled,32.99,2025-04-22 17:07:31,2025-04-23 17:07:31,Trânsito,C00376,SC,Sul,,,1,4,1,0,0.1781509882276704,9.507959999999999,2025-04,5–10%
377,2025-04-08 15:20:19,0.0353,3237.0,3155.72,Boleto,Processando,D00377,Scheduled,32.99,2025-04-17 04:27:12,2025-04-22 04:27:12,Atrasado,C00377,SC,Sul,,,5,13,1,0,0.010454032677170346,114.2661,2025-04,0–5%
378,2025-03-30 17:42:33,0.0992,71.6,87.4,Boleto,Processando,D00378,Standard,22.9,2025-05-10 12:24:02,2025-05-10 12:24:02,Entregue,C00378,SC,Sul,,,0,40,0,0,0.2620137299771167,7.102719999999999,2025-03,5–10%
379,2025-03-14 15:47:54,0.086,2144.0,2002.52,Boleto,Cancelado,D00379,Same-Day,42.9,2025-05-02 08:43:26,2025-05-02 08:43:26,Entregue,C00379,ES,Sudeste,,,0,48,0,0,0.02142300701116593,184.384,2025-03,5–10%
380,2025-03-16 10:21:59,0.0503,1799.01,1741.51,PIX,Confirmado,D00380,Scheduled,32.99,2025-05-11 23:35:39,2025-05-15 23:35:39,Trânsito,C00380,SE,Nordeste,,,4,60,1,1,0.0189433307876498,90.490203,2025-03,5–10%
381,2025-03-04 09:35:02,0.0515,898.0,874.65,PIX,Cancelado,D00381,Standard,22.9,2025-04-30 20:52:06,2025-05-01 20:52:06,Entregue,C00381,PI,Nordeste,,,1,58,1,0,0.026181901331961355,46.247,2025-03,5–10%
382,2025-03-04 21:49:50,0.0597,1286.97,1243.13,Debito,Confirmado,D00382,Scheduled,32.99,2025-05-08 11:02:24,2025-05-13 11:02:24,Trânsito,C00382,RJ,Sudeste,,,5,69,1,1,0.026537852034783167,76.832109,2025-03,5–10%
383,2025-05-04 23:20:55,0.0437,5484.26,5287.5,Debito,Confirmado,D00383,Same-Day,42.9,2025-04-22 02:08:05,2025-04-23 02:08:05,Trânsito,C00383,RS,Sul,,,1,-12,1,1,0.008113475177304964,239.66216200000002,2025-05,0–5%
384,2025-03-11 09:15:32,0.1065,3958.2,3569.64,Credito,Processando,D00384,Scheduled,32.99,2025-05-06 05:23:51,2025-05-07 05:23:51,Atrasado,C00384,TO,Norte,,,1,56,1,0,0.009241828307616455,421.5483,2025-03,10–20%
385,2025-02-25 15:03:16,0.0977,103.6,116.38,Debito,Processando,D00385,Standard,22.9,2025-04-30 07:49:58,2025-05-04 07:49:58,Entregue,C00385,RR,Norte,,,4,67,1,0,0.196769204330641,10.12172,2025-02,5–10%
386,2025-03-26 10:43:24,0.0661,7196.04,6743.28,Debito,Confirmado,D00386,Standard,22.9,2025-05-04 07:21:35,2025-05-05 07:21:35,Entregue,C00386,AC,Norte,,,1,39,1,1,0.0033959734728500075,475.658244,2025-03,5–10%
387,2025-04-05 22:44:10,0.0597,165.99,198.98,Boleto,Cancelado,D00387,Same-Day,42.9,2025-04-20 17:04:05,2025-04-23 17:04:05,Atrasado,C00387,MA,Nordeste,,,3,17,1,0,0.21559955774449693,9.909603,2025-04,5–10%
388,2025-03-09 12:07:47,0.0548,1796.0,1740.48,Credito,Confirmado,D00388,Same-Day,42.9,2025-05-08 10:47:39,2025-05-12 10:47:39,Atrasado,C00388,CE,Nordeste,,,4,63,1,1,0.024648372862658575,98.4208,2025-03,5–10%
389,2025-03-28 15:25:07,0.0425,497.97,519.71,Credito,Processando,D00389,Same-Day,42.9,2025-05-14 04:26:04,2025-05-17 04:26:04,Atrasado,C00389,PB,Nordeste,,,3,49,1,0,0.08254603528891112,21.163725000000003,2025-03,0–5%
390,2025-03-29 16:41:17,0.0129,8226.39,8153.26,Boleto,Em Analise,D00390,Scheduled,32.99,2025-05-03 22:46:01,2025-05-08 22:46:01,Entregue,C00390,MG,Sudeste,,,5,40,1,0,0.004046234267029385,106.120431,2025-03,0–5%
391,2025-05-06 07:35:04,0.0402,49.9,80.88,Debito,Cancelado,D00391,Scheduled,32.99,2025-05-10 17:03:07,2025-05-14 17:03:07,Atrasado,C00391,MG,Sudeste,,,4,8,1,0,0.40788822947576664,2.00598,2025-05,0–5%
392,2025-03-25 23:31:53,0.0482,8226.39,7852.78,Credito,Processando,D00392,Standard,22.9,2025-05-05 13:23:25,2025-05-08 13:23:25,Trânsito,C00392,MG,Sudeste,,,3,43,1,0,0.002916164721283418,396.51199799999995,2025-03,0–5%
393,2025-04-19 22:01:02,0.0822,17.9,39.33,Boleto,Em Analise,D00393,Standard,22.9,2025-05-09 23:17:09,2025-05-11 23:17:09,Entregue,C00393,AP,Norte,,,2,22,1,0,0.5822527332824815,1.4713799999999997,2025-04,5–10%
394,2025-05-06 02:50:33,0.1161,5484.26,4880.53,PIX,Confirmado,D00394,Scheduled,32.99,2025-05-16 02:09:53,2025-05-17 02:09:53,A Caminho,C00394,MG,Sudeste,,,1,10,1,1,0.006759511774335984,636.722586,2025-05,10–20%
395,2025-04-03 17:47:33,0.0594,857.98,829.92,Credito,Processando,D00395,Standard,22.9,2025-05-17 09:56:58,2025-05-17 09:56:58,Trânsito,C00395,AP,Norte,,,0,43,0,0,0.027593021014073644,50.964012000000004,2025-04,5–10%
397,2025-04-30 10:18:18,0.1241,2144.0,1900.83,Debito,Em Analise,D00397,Standard,22.9,2025-05-09 23:45:45,2025-05-12 23:45:45,Atrasado,C00397,RR,Norte,,,3,12,1,0,0.012047368781006191,266.0704,2025-04,10–20%
398,2025-04-17 10:07:45,0.1477,174.9,171.97,PIX,Cancelado,D00398,Standard,22.9,2025-04-25 04:36:39,2025-04-27 04:36:39,Trânsito,C00398,RS,Sul,,,2,9,1,0,0.13316276094667673,25.83273,2025-04,10–20%
399,2025-03-07 09:27:21,0.1314,1799.01,1585.52,Credito,Em Analise,D00399,Standard,22.9,2025-04-26 12:11:01,2025-05-01 12:11:01,Entregue,C00399,PA,Norte,,,5,55,1,0,0.01444321106009385,236.38991399999998,2025-03,10–20%
400,2025-04-09 20:33:26,0.0925,8226.39,7498.44,Debito,Processando,D00400,Scheduled,32.99,2025-05-15 14:56:44,2025-05-16 14:56:44,Atrasado,C00400,BA,Nordeste,,,1,36,1,0,0.00439958177967684,760.941075,2025-04,5–10%
401,2025-04-28 19:40:32,0.0898,1796.0,1677.62,Debito,Em Analise,D00401,Same-Day,42.9,2025-04-27 05:58:21,2025-04-30 05:58:21,Entregue,C00401,SP,Sudeste,,,3,1,1,0,0.025571941202417712,161.2808,2025-04,5–10%
402,2025-02-20 18:38:11,0.0194,2309.7,2307.79,Credito,Confirmado,D00402,Same-Day,42.9,2025-04-24 19:54:51,2025-04-26 19:54:51,Atrasado,C00402,PA,Norte,,,2,65,1,1,0.018589213056647267,44.80818,2025-02,0–5%
403,2025-05-14 07:11:11,0.1084,4604.0,4147.83,Debito,Cancelado,D00403,Same-Day,42.9,2025-04-25 09:17:35,2025-04-29 09:17:35,Trânsito,C00403,SC,Sul,,,4,-15,1,0,0.010342757538279053,499.0736,2025-05,10–20%
404,2025-03-03 15:56:16,0.09,2697.0,2477.17,Debito,Confirmado,D00404,Standard,22.9,2025-05-03 19:04:10,2025-05-06 19:04:10,Trânsito,C00404,SC,Sul,,,3,64,1,1,0.00924442004384035,242.73,2025-03,5–10%
405,2025-03-26 15:27:13,0.076,499.64,494.66,Boleto,Confirmado,D00405,Scheduled,32.99,2025-04-15 07:21:29,2025-04-18 07:21:29,Atrasado,C00405,AC,Norte,,,3,22,1,1,0.06669227348077468,37.97264,2025-03,5–10%
406,2025-03-14 13:28:13,0.104,155.4,172.23,Credito,Em Analise,D00406,Scheduled,32.99,2025-04-22 20:44:34,2025-04-25 20:44:34,Entregue,C00406,CE,Nordeste,,,3,42,1,0,0.1915461882366603,16.1616,2025-03,10–20%
407,2025-03-27 00:46:28,0.0666,1286.97,1224.16,Credito,Em Analise,D00407,Standard,22.9,2025-05-06 13:14:18,2025-05-06 13:14:18,A Caminho,C00407,RJ,Sudeste,,,0,40,0,0,0.01870670500588158,85.712202,2025-03,5–10%
408,2025-03-26 08:26:40,0.0786,259.72,282.21,Credito,Confirmado,D00408,Same-Day,42.9,2025-04-21 09:29:16,2025-04-26 09:29:16,Atrasado,C00408,SP,Sudeste,,,5,31,1,1,0.15201445731901775,20.413992000000004,2025-03,5–10%
409,2025-05-14 06:14:40,0.0598,49.9,89.82,Credito,Confirmado,D00409,Same-Day,42.9,2025-05-05 23:40:11,2025-05-06 23:40:11,Entregue,C00409,PR,Sul,,,1,-8,1,1,0.47762191048764197,2.9840199999999997,2025-05,5–10%
410,2025-05-02 02:29:43,0.1076,449.0,433.68,PIX,Processando,D00410,Scheduled,32.99,2025-04-24 06:27:44,2025-04-25 06:27:44,Atrasado,C00410,RN,Nordeste,,,1,-7,1,0,0.07606991330012913,48.312400000000004,2025-05,10–20%
411,2025-04-03 20:02:51,0.1315,165.99,187.06,Boleto,Confirmado,D00411,Same-Day,42.9,2025-04-19 06:13:04,2025-04-22 06:13:04,Entregue,C00411,RN,Nordeste,,,3,18,1,1,0.2293381802630172,21.827685000000002,2025-04,10–20%
412,2025-05-17 10:25:04,0.1261,389.58,363.35,Debito,Cancelado,D00412,Standard,22.9,2025-04-25 17:26:50,2025-04-29 17:26:50,Entregue,C00412,RS,Sul,,,4,-18,1,0,0.06302463189761937,49.126037999999994,2025-05,10–20%
413,2025-02-17 23:04:12,0.1179,53.9,90.45,Credito,Processando,D00413,Same-Day,42.9,2025-04-17 16:24:54,2025-04-21 16:24:54,Entregue,C00413,AM,Norte,,,4,62,1,0,0.4742951907131011,6.3548100000000005,2025-02,10–20%
414,2025-05-11 22:01:41,0.0021,35.8,68.71,PIX,Processando,D00414,Scheduled,32.99,2025-05-10 07:05:26,2025-05-14 07:05:26,A Caminho,C00414,RJ,Sudeste,,,4,2,1,0,0.48013389608499496,0.07517999999999998,2025-05,0–5%
416,2025-02-25 07:30:34,0.0412,2742.13,2662.14,Credito,Processando,D00416,Scheduled,32.99,2025-04-14 21:46:30,2025-04-17 21:46:30,Entregue,C00416,TO,Norte,,,3,51,1,0,0.012392285905324289,112.975756,2025-02,0–5%
417,2025-04-05 05:20:22,0.1332,349.8,346.11,Credito,Cancelado,D00417,Same-Day,42.9,2025-04-16 13:12:48,2025-04-21 13:12:48,Atrasado,C00417,PA,Norte,,,5,16,1,0,0.12394903354424892,46.593360000000004,2025-04,10–20%
418,2025-03-12 12:10:53,0.0295,374.73,396.67,PIX,Confirmado,D00418,Scheduled,32.99,2025-05-07 22:57:19,2025-05-09 22:57:19,Trânsito,C00418,MG,Sudeste,,,2,58,1,1,0.0831673683414425,11.054535,2025-03,0–5%
419,2025-03-05 00:08:49,0.0659,2309.7,2180.39,PIX,Em Analise,D00419,Standard,22.9,2025-04-30 12:54:59,2025-05-04 12:54:59,Trânsito,C00419,ES,Sudeste,,,4,60,1,0,0.010502708231096272,152.20923,2025-03,5–10%
420,2025-02-26 14:01:51,0.1124,17.9,38.79,Credito,Cancelado,D00420,Standard,22.9,2025-05-02 18:47:45,2025-05-04 18:47:45,Atrasado,C00420,SP,Sudeste,,,2,67,1,0,0.5903583397782933,2.0119599999999997,2025-02,10–20%
422,2025-03-17 09:53:57,0.0624,1626.57,1567.97,Debito,Confirmado,D00422,Same-Day,42.9,2025-05-14 12:30:06,2025-05-16 12:30:06,Entregue,C00422,RO,Norte,,,2,60,1,1,0.02736021735109728,101.49796799999999,2025-03,5–10%
423,2025-03-03 09:20:07,0.1018,5397.03,4870.51,PIX,Processando,D00423,Standard,22.9,2025-04-27 15:50:22,2025-04-30 15:50:22,Atrasado,C00423,MA,Nordeste,,,3,58,1,0,0.004701766344797567,549.417654,2025-03,10–20%
424,2025-04-27 04:12:33,0.0823,161.7,181.38,Boleto,Cancelado,D00424,Scheduled,32.99,2025-05-04 07:50:26,2025-05-07 07:50:26,Atrasado,C00424,CE,Nordeste,,,3,10,1,0,0.18188333884662036,13.307909999999998,2025-04,5–10%
425,2025-03-04 01:38:38,0.0414,129.86,147.38,Boleto,Cancelado,D00425,Standard,22.9,2025-04-14 23:48:08,2025-04-19 23:48:08,A Caminho,C00425,ES,Sudeste,,,5,46,1,0,0.1553806486633193,5.376204,2025-03,0–5%
426,2025-02-28 01:31:57,0.0969,35.8,55.23,Debito,Confirmado,D00426,Standard,22.9,2025-04-26 05:57:43,2025-04-27 05:57:43,Atrasado,C00426,RN,Nordeste,,,1,58,1,1,0.41462973021908384,3.4690199999999995,2025-02,5–10%
427,2025-03-23 08:33:55,0.0306,4879.71,4773.29,Debito,Em Analise,D00427,Same-Day,42.9,2025-04-19 22:27:32,2025-04-19 22:27:32,Trânsito,C00427,RO,Norte,,,0,27,0,0,0.00898751175813747,149.31912599999998,2025-03,0–5%
428,2025-05-06 11:11:49,0.1041,99.8,122.4,Credito,Processando,D00428,Scheduled,32.99,2025-04-30 16:53:56,2025-04-30 16:53:56,Atrasado,C00428,AP,Norte,,,0,-6,0,0,0.26952614379084966,10.38918,2025-05,10–20%
429,2025-03-02 11:51:26,0.0005,349.8,372.53,Debito,Processando,D00429,Standard,22.9,2025-05-03 23:14:46,2025-05-03 23:14:46,Atrasado,C00429,RJ,Sudeste,,,0,62,0,0,0.06147155933750302,0.1749,2025-03,0–5%
430,2025-02-18 14:33:43,0.0823,499.64,481.42,Boleto,Cancelado,D00430,Standard,22.9,2025-04-30 20:24:34,2025-05-03 20:24:34,Entregue,C00430,AP,Norte,,,3,74,1,0,0.04756761247974741,41.120371999999996,2025-02,5–10%
431,2025-02-22 03:30:48,0.0602,3796.0,3610.38,Boleto,Confirmado,D00431,Same-Day,42.9,2025-05-11 08:03:28,2025-05-15 08:03:28,Entregue,C00431,PR,Sul,,,4,82,1,1,0.011882405730144749,228.51919999999998,2025-02,5–10%
432,2025-02-27 04:21:17,0.0455,3216.0,3102.66,PIX,Cancelado,D00432,Scheduled,32.99,2025-05-04 20:06:22,2025-05-04 20:06:22,Entregue,C00432,AC,Norte,,,0,66,0,0,0.010632811845319824,146.328,2025-02,0–5%
433,2025-04-04 12:41:02,0.0774,3796.0,3545.09,Debito,Processando,D00433,Same-Day,42.9,2025-05-08 07:06:58,2025-05-08 07:06:58,Atrasado,C00433,RN,Nordeste,,,0,33,0,0,0.012101244256140183,293.81039999999996,2025-04,5–10%
434,2025-03-13 08:23:29,0.0968,5397.03,4907.59,PIX,Confirmado,D00434,Scheduled,32.99,2025-05-13 10:51:35,2025-05-17 10:51:35,Entregue,C00434,RS,Sul,,,4,65,1,1,0.006722240447959182,522.432504,2025-03,5–10%
435,2025-04-12 13:32:20,0.1448,5937.3,5110.57,Boleto,Confirmado,D00435,Scheduled,32.99,2025-05-01 12:43:15,2025-05-05 12:43:15,Trânsito,C00435,RJ,Sudeste,,,4,22,1,1,0.0064552486317573194,859.7210400000001,2025-04,10–20%
436,2025-05-04 21:09:16,0.125,6099.98,5370.47,Boleto,Processando,D00436,Scheduled,32.99,2025-04-20 22:33:05,2025-04-20 22:33:05,A Caminho,C00436,AC,Norte,,,0,-14,0,0,0.006142851556753879,762.4975,2025-05,10–20%
437,2025-03-28 01:54:51,0.1076,1626.57,1484.54,Credito,Cancelado,D00437,Scheduled,32.99,2025-04-21 05:33:05,2025-04-24 05:33:05,Atrasado,C00437,BA,Nordeste,,,3,27,1,0,0.02222237191318523,175.018932,2025-03,10–20%
438,2025-02-27 08:35:45,0.0718,51.8,70.98,Debito,Processando,D00438,Standard,22.9,2025-04-22 23:43:01,2025-04-26 23:43:01,Atrasado,C00438,SP,Sudeste,,,4,58,1,0,0.32262609185686103,3.71924,2025-02,5–10%
439,2025-05-15 18:23:26,0.0588,1979.1,1895.72,PIX,Processando,D00439,Scheduled,32.99,2025-05-12 19:54:13,2025-05-15 19:54:13,A Caminho,C00439,SC,Sul,,,3,0,1,0,0.017402358998164287,116.37107999999999,2025-05,5–10%
440,2025-04-09 17:04:09,0.0049,3958.2,3971.79,Boleto,Confirmado,D00440,Scheduled,32.99,2025-04-22 00:31:04,2025-04-27 00:31:04,Trânsito,C00440,RS,Sul,,,5,17,1,1,0.008306078619463768,19.39518,2025-04,0–5%
441,2025-04-17 05:27:30,0.0539,149.7,184.53,Credito,Em Analise,D00441,Same-Day,42.9,2025-05-08 02:49:30,2025-05-09 02:49:30,Atrasado,C00441,AM,Norte,,,1,21,1,0,0.23248252316696472,8.06883,2025-04,5–10%
442,2025-04-16 09:50:37,0.1273,7916.4,6941.63,Debito,Confirmado,D00442,Scheduled,32.99,2025-05-14 21:17:26,2025-05-14 21:17:26,Atrasado,C00442,AM,Norte,,,0,28,0,1,0.004752486087561568,1007.75772,2025-04,10–20%
443,2025-04-29 20:14:34,0.0576,4604.0,4381.71,PIX,Confirmado,D00443,Same-Day,42.9,2025-05-09 05:00:08,2025-05-12 05:00:08,A Caminho,C00443,SC,Sul,,,3,12,1,1,0.009790698152091307,265.1904,2025-04,5–10%
444,2025-05-12 09:44:58,0.0692,699.6,694.09,Debito,Em Analise,D00444,Same-Day,42.9,2025-04-26 23:14:00,2025-05-01 23:14:00,Trânsito,C00444,AP,Norte,,,5,-11,1,0,0.061807546571770226,48.41232,2025-05,5–10%
445,2025-04-19 14:28:48,0.0408,663.96,679.77,Debito,Em Analise,D00445,Same-Day,42.9,2025-04-16 23:01:55,2025-04-20 23:01:55,Trânsito,C00445,AC,Norte,,,4,1,1,0,0.06310958118187034,27.089568000000003,2025-04,0–5%
446,2025-05-10 21:48:28,0.0411,899.0,904.95,Debito,Cancelado,D00446,Same-Day,42.9,2025-05-14 03:37:55,2025-05-16 03:37:55,Atrasado,C00446,MG,Sudeste,,,2,5,1,0,0.04740593402950439,36.948899999999995,2025-05,0–5%
447,2025-05-13 09:48:01,0.0093,2847.0,2843.42,Boleto,Em Analise,D00447,Standard,22.9,2025-05-11 07:48:11,2025-05-15 07:48:11,Entregue,C00447,RJ,Sudeste,,,4,1,1,0,0.008053681833847972,26.477099999999997,2025-05,0–5%
448,2025-03-13 09:29:11,0.0921,207.2,221.11,Debito,Confirmado,D00448,Scheduled,32.99,2025-05-06 11:58:10,2025-05-07 11:58:10,Atrasado,C00448,AC,Norte,,,1,55,1,1,0.14920175478268735,19.08312,2025-03,5–10%
449,2025-04-07 09:55:55,0.0672,249.82,255.93,PIX,Em Analise,D00449,Standard,22.9,2025-05-03 00:37:17,2025-05-08 00:37:17,Atrasado,C00449,PR,Sul,,,5,30,1,0,0.08947759152893368,16.787903999999997,2025-04,5–10%
450,2025-05-14 18:03:06,0.0909,899.0,860.18,Boleto,Cancelado,D00450,Same-Day,42.9,2025-04-24 08:38:43,2025-04-26 08:38:43,Entregue,C00450,SC,Sul,,,2,-19,1,0,0.0498732823362552,81.7191,2025-05,5–10%
451,2025-05-16 07:45:21,0.082,129.86,162.11,Boleto,Processando,D00451,Same-Day,42.9,2025-04-28 16:06:02,2025-05-02 16:06:02,Atrasado,C00451,ES,Sudeste,,,4,-14,1,0,0.2646351242983159,10.648520000000001,2025-05,5–10%
452,2025-04-23 15:21:56,0.1198,1798.0,1605.5,Boleto,Em Analise,D00452,Standard,22.9,2025-05-02 10:06:36,2025-05-05 10:06:36,Entregue,C00452,PA,Norte,,,3,11,1,0,0.014263469324198069,215.40040000000002,2025-04,10–20%
453,2025-04-26 06:40:23,0.1127,35.8,64.76,PIX,Confirmado,D00453,Scheduled,32.99,2025-04-18 21:06:51,2025-04-22 21:06:51,Entregue,C00453,PR,Sul,,,4,-4,1,1,0.5094193946880791,4.03466,2025-04,10–20%
454,2025-03-25 08:48:46,0.1157,259.72,272.57,PIX,Processando,D00454,Same-Day,42.9,2025-04-18 22:36:37,2025-04-22 22:36:37,A Caminho,C00454,SC,Sul,,,4,28,1,0,0.15739076200609017,30.049604000000002,2025-03,10–20%
455,2025-04-12 20:15:25,0.0749,71.6,89.14,Credito,Processando,D00455,Standard,22.9,2025-04-18 20:14:14,2025-04-23 20:14:14,A Caminho,C00455,RS,Sul,,,5,10,1,0,0.25689925959165355,5.362839999999999,2025-04,5–10%
456,2025-02-17 09:27:01,0.0531,5937.3,5664.93,PIX,Cancelado,D00456,Same-Day,42.9,2025-04-30 06:16:06,2025-05-03 06:16:06,A Caminho,C00456,PR,Sul,,,3,74,1,0,0.007572909109203467,315.27063000000004,2025-02,5–10%
457,2025-04-07 07:58:19,0.14,9208.0,7961.78,PIX,Em Analise,D00457,Same-Day,42.9,2025-05-10 08:09:34,2025-05-15 08:09:34,Entregue,C00457,SE,Nordeste,,,5,38,1,0,0.005388242327720685,1289.1200000000001,2025-04,10–20%
458,2025-03-30 11:20:26,0.0081,124.91,156.89,Boleto,Em Analise,D00458,Scheduled,32.99,2025-05-08 14:10:31,2025-05-13 14:10:31,Entregue,C00458,PA,Norte,,,5,44,1,0,0.21027471476830903,1.011771,2025-03,0–5%
459,2025-03-14 00:11:01,0.0229,7916.4,7778.01,Debito,Em Analise,D00459,Same-Day,42.9,2025-04-16 15:40:08,2025-04-21 15:40:08,Trânsito,C00459,RN,Nordeste,,,5,38,1,0,0.005515549607161729,181.28556,2025-03,0–5%
460,2025-04-11 18:06:13,0.0629,5397.03,5100.46,Debito,Processando,D00460,Same-Day,42.9,2025-04-30 12:47:32,2025-05-01 12:47:32,Atrasado,C00460,SC,Sul,,,1,19,1,0,0.008411006066119527,339.473187,2025-04,5–10%
461,2025-04-04 00:59:25,0.0921,1715.96,1590.91,PIX,Confirmado,D00461,Scheduled,32.99,2025-04-29 03:51:18,2025-04-30 03:51:18,A Caminho,C00461,RS,Sul,,,1,26,1,1,0.02073655957910881,158.039916,2025-04,5–10%
